sgRNA	Gene	Diff	Lower	Upper
GABRQ_+_151806776.23-P1P2	GABRQ	1254	3182	1816
GABRR1_+_89927012.23-P1P2	GABRR1	1680	0	1
GABRR1_-_89926688.23-P1P2	GABRR1	1583	3003	4
GABRR1_-_89927043.23-P1P2	GABRR1	1380	0	1
GABRR2_+_90024955.23-P1P2	GABRR2	2785	0	1
GABRR2_+_90024973.23-P1P2	GABRR2	1190	1	1458
GABRR2_-_90024557.23-P1P2	GABRR2	1320	0	947
GABRR2_-_90024949.23-P1P2	GABRR2	3211	3773	903
GABRR2_-_90024984.23-P1P2	GABRR2	1128	6	5780
GABRR3_-_97754160.23-P1P2	GABRR3	155	2	1779
GAD1_+_171673381.23-P1P2	GAD1	1871	3175	0
GAD1_+_171673475.23-P1P2	GAD1	1721	2	0
GAD1_+_171673776.23-P1P2	GAD1	1717	5	3169
GAD2_+_26505385.23-P1P2	GAD2	24	0	0
GAD2_+_26506126.23-P1P2	GAD2	2103	1	0
GADL1_+_30936068.23-P1P2	GADL1	1424	0	1
GADL1_+_30936182.23-P1P2	GADL1	1991	1	0
GADL1_-_30936158.23-P1P2	GADL1	1308	0	1
GADL1_-_30936244.23-P1P2	GADL1	1599	4422	4
GADL1_-_30936250.23-P1P2	GADL1	850	2	2
GAK_+_926062.23-P1P2	GAK	2919	0	1
GAK_+_926066.23-P1P2	GAK	803	4	2
GAK_+_926096.23-P1P2	GAK	2031	2623	3022
GAK_-_926017.23-P1P2	GAK	1339	0	0
GALE_+_24127194.23-P1P2	GALE	2649	5	5658
GALE_-_24126807.23-P1P2	GALE	1224	1	1798
GALE_-_24126869.23-P1P2	GALE	1947	1	1
GALE_-_24127237.23-P1P2	GALE	1772	2	3351
GALK1_+_73761090.23-P1P2	GALK1	9232	2726	3293
GALK1_+_73761141.23-P1P2	GALK1	705	2941	0
GALK1_+_73761186.23-P1P2	GALK1	2613	5	1434
GALK1_+_73761213.23-P1P2	GALK1	2542	6536	3244
GALK1_-_73761198.23-P1P2	GALK1	3211	4922	4928
GALK2_+_49448017.23-P1	GALK2	3424	5247	3876
GALK2_+_49462866.23-P2	GALK2	1393	1	0
GALK2_+_49462885.23-P2	GALK2	1510	3872	1
GALK2_-_49448043.23-P1	GALK2	1372	2788	3
GALK2_-_49462496.23-P2	GALK2	2029	0	1
GALK2_-_49462522.23-P2	GALK2	439	1	0
GALK2_-_49462558.23-P2	GALK2	1202	2	0
GALM_-_38893274.23-P1P2	GALM	3165	1	2021
GALM_-_38893652.23-P1P2	GALM	2070	13636	2687
GALNT1_-_33234653.23-ENST00000269195.5	GALNT1	4089	2	903
GAPDHS_-_36024772.23-P1P2	GAPDHS	2989	2	1008
GAPDHS_-_36024834.23-P1P2	GAPDHS	1248	1	0
GAPDH_+_6647523.23-P2	GAPDH	1641	0	0
GAPDH_-_6647118.23-P2	GAPDH	404	3191	4000
GARS_+_30634659.23-P1P2	GARS	1094	2976	3
GART_+_34914420.23-P1P2	GART	1788	4	3239
GART_-_34914357.23-P1P2	GART	1194	3	1973
GART_-_34914382.23-P1P2	GART	942	6212	3361
GART_-_34915123.23-P1P2	GART	1192	0	0
GATM_+_45670367.23-P1	GATM	342	0	1
GATM_+_45694355.23-P2	GATM	5467	2805	3402
GATM_-_45670271.23-P1	GATM	3929	5	4
GATM_-_45670281.23-P1	GATM	1367	1	175
GATM_-_45670345.23-P1	GATM	223	3369	4
GBA_+_155211024.23-P1	GBA	2132	2	3576
GBA_+_155211038.23-P1	GBA	5242	1248	3
GBA_+_155214346.23-P2	GBA	4884	4700	3
GBA_-_155210938.23-P1	GBA	1332	0	1
GBA_-_155214327.23-P2	GBA	3943	3	1
GBA_-_155214372.23-P2	GBA	1787	2	1
GBA_-_155214386.23-P2	GBA	1316	3	2134
GBA_-_155214411.23-P2	GBA	1175	0	0
GCAT_+_38203937.23-P1P2	GCAT	3883	2	1653
GCAT_-_38203942.23-P1P2	GCAT	1601	3	772
GCAT_-_38203979.23-P1P2	GCAT	1808	6	1614
GCA_+_163200740.23-P1P2	GCA	1076	9	6934
GCA_+_163201074.23-P1P2	GCA	3101	1	1
GCDH_+_13002036.23-P1P2	GCDH	3004	10	1706
GCDH_-_13002046.23-P1P2	GCDH	3852	2304	1217
GCGR_+_79762062.23-P1P2	GCGR	1555	2	3
GCGR_+_79762359.23-P1P2	GCGR	2671	1	2355
GCGR_-_79762059.23-P1P2	GCGR	2362	4	1609
GCGR_-_79762088.23-P1P2	GCGR	1360	3	4503
GCH1_+_55369117.23-P1P2	GCH1	2912	4	1693
GCH1_+_55369485.23-P1P2	GCH1	751	0	0
GCH1_-_55369491.23-P1P2	GCH1	1466	5313	3744
GCH1_-_55369495.23-P1P2	GCH1	788	1832	1836
GCK_+_44228636.23-P1P2	GCK	849	1	852
GCK_+_44229002.23-P1P2	GCK	1655	2	0
GCK_+_44229021.23-P1P2	GCK	2792	2	2791
GCK_-_44228603.23-P1P2	GCK	4187	3	2
GCSH_+_81129725.23-P1P2	GCSH	2646	5223	1339
GCSH_+_81129734.23-P1P2	GCSH	942	0	2
GCSH_-_81129970.23-P1P2	GCSH	934	2	1
GDI1_-_153665561.23-P1P2	GDI1	2024	3520	1665
GDI1_-_153665603.23-P1P2	GDI1	502	2403	4086
GFER_-_2034199.23-P1P2	GFER	768	0	0
GFER_-_2034422.23-P1P2	GFER	559	0	0
GGCX_+_85788198.23-P1P2	GGCX	1281	2	1575
GGCX_+_85788584.23-P1P2	GGCX	1810	5405	990
GGCX_-_85788600.23-P1P2	GGCX	5672	7	1548
GGPS1_+_235492325.23-P1P2	GGPS1	716	857	1037
GGPS1_-_235491895.23-P1P2	GGPS1	1555	0	0
GGPS1_-_235491899.23-P1P2	GGPS1	1520	0	1
GGPS1_-_235492301.23-P1P2	GGPS1	1719	1	3
GHRHR_+_31003705.23-P2	GHRHR	2517	3	1374
GHRHR_+_31023845.23-P1	GHRHR	2280	2	3520
GHRHR_-_31003659.23-P2	GHRHR	3277	3995	1556
GHRHR_-_31003662.23-P2	GHRHR	1535	4977	1
GHRHR_-_31023471.23-P1	GHRHR	4900	5	5212
GHRHR_-_31023490.23-P1	GHRHR	5363	6	5992
GHRHR_-_31023809.23-P1	GHRHR	2640	1	2
GIT1_+_27916614.23-P1P2	GIT1	1071	2578	418
GIT1_+_27916617.23-P1P2	GIT1	4976	4	2022
GIT1_-_27916157.23-P1P2	GIT1	554	0	0
GIT1_-_27916185.23-P1P2	GIT1	3701	2675	2
GIT1_-_27916201.23-P1P2	GIT1	1203	1	0
GIT2_+_110433842.23-P1P2	GIT2	1459	6890	1438
GIT2_+_110434146.23-P1P2	GIT2	1296	2	2840
GIT2_-_110434123.23-P1P2	GIT2	1144	4	3828
GIT2_-_110434126.23-P1P2	GIT2	5824	4	1539
GK2_+_80329298.23-P1P2	GK2	2353	1	1226
GK2_+_80329313.23-P1P2	GK2	3349	2	1136
GK2_+_80329350.23-P1P2	GK2	2410	4	3185
GK5_-_141944423.23-P1P2	GK5	1346	0	0
GKAP1_+_86432161.23-P1P2	GKAP1	521	1012	2
GKAP1_+_86432288.23-P1P2	GKAP1	3985	2	1314
GKAP1_-_86432300.23-P1P2	GKAP1	2715	6	3578
GK_+_30671519.23-P1P2	GK	2434	2778	6083
GK_-_30671518.23-P1P2	GK	3287	3	615
GK_-_30671549.23-P1P2	GK	1188	6182	1268
GK_-_30671988.23-P1P2	GK	857	1809	3
GLA_+_100662879.23-P1P2	GLA	3172	11983	4041
GLA_-_100662322.23-P1P2	GLA	1608	1	1
GLA_-_100662505.23-P1P2	GLA	1551	4592	1365
GLDC_+_6645604.23-P1P2	GLDC	964	3	7096
GLDC_+_6645718.23-P1P2	GLDC	739	0	0
GLDC_-_6645257.23-P1P2	GLDC	1245	4347	4
GLIPR2_-_36136750.23-P1P2	GLIPR2	4623	8266	3457
GLIPR2_-_36136779.23-P1P2	GLIPR2	7019	2687	6991
GLIPR2_-_36136800.23-P1P2	GLIPR2	2633	1	1836
GLIPR2_-_36137096.23-P1P2	GLIPR2	1159	1	0
GLIPR2_-_36137256.23-P1P2	GLIPR2	6084	6601	3055
GLP1R_+_39016550.23-P1P2	GLP1R	5865	5	1149
GLP1R_+_39016576.23-P1P2	GLP1R	2531	1	1485
GLP1R_+_39016921.23-P1P2	GLP1R	1049	1	1
GLP1R_+_39017038.23-P1P2	GLP1R	3231	1	1
GLP1R_-_39016671.23-P1P2	GLP1R	4329	6	5252
GLP2R_+_9746308.23-P1P2	GLP2R	1558	0	0
GLP2R_-_9745879.23-P1P2	GLP2R	1590	0	1745
GLP2R_-_9746317.23-P1P2	GLP2R	1339	0	1441
GLRA1_+_151304321.23-P1P2	GLRA1	4657	1669	1720
GLRA1_-_151304299.23-P1P2	GLRA1	884	0	792
GLRA1_-_151304326.23-P1P2	GLRA1	7176	4890	3439
GLRA2_+_14547655.23-P1P2	GLRA2	2448	1	0
GLRA2_+_14547715.23-P1P2	GLRA2	1306	2	1891
GLRA2_+_14547718.23-P1P2	GLRA2	3071	7782	2614
GLRA2_+_14547829.23-P1P2	GLRA2	868	1	0
GLRA2_+_14547976.23-P1P2	GLRA2	1641	0	848
GLRA3_+_175750226.23-P1P2	GLRA3	2216	2	3
GLRA3_+_175750367.23-P1P2	GLRA3	4653	2	1192
GLRA3_-_175749968.23-P1P2	GLRA3	982	0	2
GLRA3_-_175750436.23-P1P2	GLRA3	2601	3	4978
GLRB_+_157997351.23-P1P2	GLRB	878	4211	1
GLRB_+_157997389.23-P1P2	GLRB	557	0	530
GLRB_+_157997405.23-P1P2	GLRB	2522	2	1898
GLRX2_+_193074229.23-P1P2	GLRX2	1419	2	670
GLRX2_+_193074552.23-P1P2	GLRX2	1487	4518	2
GLRX2_-_193074513.23-P1P2	GLRX2	1923	1	0
GLRX_+_95158285.23-P1P2	GLRX	2957	2	4324
GLRX_-_95158447.23-P1P2	GLRX	422	4165	2
GLS2_-_56881684.23-P1P2	GLS2	1610	0	0
GLS2_-_56881785.23-P1P2	GLS2	3227	1473	3799
GLS2_-_56881814.23-P1P2	GLS2	3161	3346	3167
GLS_+_191745555.23-P1P2	GLS	1740	2163	873
GLS_+_191745776.23-P1P2	GLS	3832	890	2
GLS_-_191745808.23-P1P2	GLS	2409	2495	3
GLT6D1_-_138531123.23-ENST00000371763.1	GLT6D1	692	0	0
GLT6D1_-_138531193.23-ENST00000371763.1	GLT6D1	1258	1	735
GLTP_-_110317840.23-P1P2	GLTP	1250	3206	1
GLTP_-_110317845.23-P1P2	GLTP	1533	0	0
GLTP_-_110317889.23-P1P2	GLTP	1365	1	0
GLTP_-_110318088.23-P1P2	GLTP	900	1	1647
GLUD1_-_88854537.23-P1P2	GLUD1	747	1	3710
GLUD1_-_88854542.23-P1P2	GLUD1	902	2	2076
GLUD1_-_88854597.23-P1P2	GLUD1	1366	4	1665
GLUD2_+_120181448.23-P1P2	GLUD2	1590	2	3569
GLUD2_+_120181508.23-P1P2	GLUD2	1277	1	0
GLUD2_+_120181543.23-P1P2	GLUD2	1167	8235	0
GLUL_+_182360122.23-P1P2	GLUL	642	1	948
GLUL_+_182360879.23-P1P2	GLUL	1296	2	1
GLUL_+_182360910.23-P1P2	GLUL	2639	1508	2501
GLUL_-_182360635.23-P1P2	GLUL	1572	6	4170
GLYATL1_+_58706973.23-P1	GLYATL1	716	0	0
GLYATL1_-_58706972.23-P1	GLYATL1	1300	1	3247
GLYATL1_-_58707043.23-P1	GLYATL1	1435	3914	2238
GLYATL1_-_58711031.23-P2	GLYATL1	1785	3	1993
GLYATL1_-_58711083.23-P2	GLYATL1	1626	3	1792
GLYATL1_-_58711243.23-P2	GLYATL1	1992	1922	2
GLYATL1_-_58711254.23-P2	GLYATL1	1595	1	0
GLYATL2_+_58611924.23-P1P2	GLYATL2	1991	5504	5
GLYATL2_-_58611705.23-P1P2	GLYATL2	1018	2	2
GLYATL2_-_58611961.23-P1P2	GLYATL2	1530	0	1406
GLYATL2_-_58612130.23-P1P2	GLYATL2	2706	1	1
GLYAT_+_58499186.23-P1P2	GLYAT	960	0	946
GLYAT_+_58499380.23-P1P2	GLYAT	1470	5096	0
GLYAT_-_58499365.23-P1P2	GLYAT	1605	1	0
GM2A_+_150632764.23-P1P2	GM2A	916	1	1745
GM2A_+_150632784.23-P1P2	GM2A	1191	0	0
GMDS_+_2245477.23-P1P2	GMDS	1814	2	1929
GMDS_+_2245796.23-P1P2	GMDS	1641	3	649
GMDS_-_2245355.23-P1P2	GMDS	982	0	1
GMPR_+_16239228.23-P1P2	GMPR	2845	1	2
GMPR_-_16239014.23-P1P2	GMPR	1126	5	0
GMPR_-_16239175.23-P1P2	GMPR	1383	2	3
GNAT1_+_50229101.23-P1	GNAT1	1846	6873	3
GNAT1_+_50229466.23-P1	GNAT1	1852	1	4
GNAT1_+_50229504.23-P1	GNAT1	917	2641	3298
GNAT1_+_50230568.23-P2	GNAT1	724	1	0
GNAT1_-_50229164.23-P1	GNAT1	1937	7	3595
GNAT1_-_50230342.23-P2	GNAT1	1277	4060	3419
GNB1_+_1821866.23-P1P2	GNB1	1273	0	0
GNB1_+_1822478.23-P1P2	GNB1	1707	5499	1955
GNB1_-_1822119.23-P1P2	GNB1	2635	1	1517
GNB1_-_1822505.23-P1P2	GNB1	1387	3	1630
GNB1_-_1822511.23-P1P2	GNB1	1285	0	1663
GNE_+_36257972.23-P1P2	GNE	2280	0	1828
GNE_+_36258410.23-P1P2	GNE	2586	4	3045
GNE_-_36258002.23-P1P2	GNE	6343	4	3
GNE_-_36258191.23-P1P2	GNE	5035	1508	1770
GNG2_+_52327382.23-P1P2	GNG2	1286	2	3511
GNG2_+_52327394.23-P1P2	GNG2	907	3550	2
GNG2_-_52327621.23-P1P2	GNG2	1908	1	1662
GNGT1_-_93536213.23-P1P2	GNGT1	1597	2066	1253
GNLY_+_85921534.23-P1P2	GNLY	1640	4593	4
GNLY_+_85921539.23-P1P2	GNLY	1936	0	2
GNLY_+_85921558.23-P1P2	GNLY	1614	1	0
GNMT_+_42928548.23-P1P2	GNMT	1947	0	1
GNMT_-_42928541.23-P1P2	GNMT	1065	2	1892
GNMT_-_42928897.23-P1P2	GNMT	1017	5268	3
GNPDA1_+_141392550.23-P1P2	GNPDA1	1574	1104	4
GNPDA1_-_141392164.23-P1P2	GNPDA1	1404	4	4571
GNRHR_+_68620058.23-P1P2	GNRHR	690	1	713
GNRHR_-_68619634.23-P1P2	GNRHR	2708	4	4
GOT1_+_101190059.23-P1P2	GOT1	918	2	3587
GOT1_-_101190312.23-P1P2	GOT1	4773	1	0
GOT1_-_101190398.23-P1P2	GOT1	2281	2183	3585
GOT2_+_58767777.23-P1P2	GOT2	2270	4	3782
GOT2_-_58767684.23-P1P2	GOT2	3500	1227	3
GOT2_-_58768144.23-P1P2	GOT2	1156	5	3386
GOT2_-_58768198.23-P1P2	GOT2	4178	7714	4
GP1BA_-_4835613.23-P1P2	GP1BA	725	6949	1
GP9_+_128779645.23-P1P2	GP9	1031	3	5353
GP9_-_128779693.23-P1P2	GP9	1568	0	1
GPD1_-_50497793.23-P1P2	GPD1	2711	2873	1
GPD1_-_50497836.23-P1P2	GPD1	1657	7464	4266
GPD1_-_50498241.23-P1P2	GPD1	946	3	1562
GPR18_+_99910456.23-P1P2	GPR18	1418	9770	5
GPR18_-_99910604.23-P1P2	GPR18	1468	1	2
GPR18_-_99910611.23-P1P2	GPR18	2823	1	3
GPRC5A_+_13044515.23-P1	GPRC5A	1175	5705	1568
GPRC5A_+_13061925.23-P2	GPRC5A	1183	2483	999
GPRC5A_-_13044529.23-P1	GPRC5A	1517	5837	0
GPRC5A_-_13044967.23-P1	GPRC5A	3999	1	2
GPRC5A_-_13044976.23-P1	GPRC5A	1342	4117	1589
GPRC5A_-_13061940.23-P2	GPRC5A	1967	1418	0
GPT2_+_46918362.23-P1P2	GPT2	1066	5266	3242
GPT2_-_46918266.23-P1P2	GPT2	1208	1	0
GPT2_-_46918639.23-P1P2	GPT2	3070	5	1983
GPX1_+_49395777.23-P1P2	GPX1	966	2	1004
GPX1_+_49395780.23-P1P2	GPX1	523	0	1
GPX1_-_49395380.23-P1P2	GPX1	5860	7	3449
GPX1_-_49395761.23-P1P2	GPX1	2265	3	1
GPX2_+_65409440.23-P1P2	GPX2	3735	8986	1743
GPX3_+_150400191.23-P1P2	GPX3	1127	4727	1
GPX3_+_150400210.23-P1P2	GPX3	2107	3	1746
GPX3_+_150400590.23-P1P2	GPX3	1192	1	3442
GPX3_-_150400548.23-P1P2	GPX3	1080	9750	4
GPX6_-_28483123.23-ENST00000361902.1	GPX6	1297	4584	2
GPX6_-_28483145.23-ENST00000361902.1	GPX6	1741	0	0
GPX6_-_28483521.23-ENST00000361902.1	GPX6	1201	1	0
GPX7_+_53068116.23-P1P2	GPX7	3212	4	1
GPX7_+_53068476.23-P1P2	GPX7	1446	0	1348
GPX7_-_53068084.23-P1P2	GPX7	2445	1500	2326
GPX7_-_53068090.23-P1P2	GPX7	4400	9	3593
GPX8_+_54456002.23-P1P2	GPX8	1450	0	1
GPX8_+_54456026.23-P1P2	GPX8	4783	0	1
GRIA1_-_152870211.23-P1P2	GRIA1	1475	2	1
GRIA1_-_152870655.23-P1P2	GRIA1	741	2	1975
GRIA1_-_152870689.23-P1P2	GRIA1	1360	3178	0
GRIA2_+_158141968.23-P1P2	GRIA2	1397	0	4
GRIA2_-_158142037.23-P1P2	GRIA2	900	0	0
GRIA3_-_122318521.23-P1P2	GRIA3	3834	5302	7
GRID1_-_88126110.23-P1P2	GRID1	2580	3785	2906
GRID1_-_88126122.23-P1P2	GRID1	1134	5	5266
GRID1_-_88126467.23-P1P2	GRID1	1756	775	4404
GRID1_-_88126555.23-P1P2	GRID1	3435	3	0
GRID2_-_93225173.23-P1P2	GRID2	2368	2354	3450
GRID2_-_93225352.23-P1P2	GRID2	1373	1	4778
GRIK2_+_101847183.23-P1P2	GRIK2	920	4438	0
GRIK2_-_101847118.23-P1P2	GRIK2	3232	4072	4221
GRIK3_+_37500085.23-P1P2	GRIK3	1333	1	1515
GRIK3_+_37500088.23-P1P2	GRIK3	3406	0	1
GRIK3_+_37500091.23-P1P2	GRIK3	1396	5663	3
GRIK3_-_37499612.23-P1P2	GRIK3	1778	4	2003
GRIK3_-_37499714.23-P1P2	GRIK3	617	4	4225
GRIK4_+_120382491.23-P1P2	GRIK4	3796	2703	2848
GRIK4_+_120382860.23-P1P2	GRIK4	3017	2894	1
GRIK5_+_42546649.23-P1P2	GRIK5	2055	4	4472
GRIK5_-_42546540.23-P1P2	GRIK5	2192	5420	5518
GRIN1_+_140033612.23-P1P2	GRIN1	3681	2953	4611
GRIN1_+_140033621.23-P1P2	GRIN1	1351	0	0
GRIN1_-_140033647.23-P1P2	GRIN1	807	0	0
GRIN2C_+_72855632.23-P1P2	GRIN2C	1257	0	2
GRIN2C_+_72855972.23-P1P2	GRIN2C	3328	8873	5
GRIN2C_-_72856661.23-P1P2	GRIN2C	2229	4248	1610
GRIN2D_-_48917356.23-P1P2	GRIN2D	1492	0	1
GRIN2D_-_48917359.23-P1P2	GRIN2D	1655	1	1
GRIN3A_+_104500339.23-P1P2	GRIN3A	1144	3	2282
GRIN3A_+_104500908.23-P1P2	GRIN3A	3070	0	4738
GRIN3A_-_104500645.23-P1P2	GRIN3A	1611	2294	3498
GRIN3B_+_1000372.23-P1P2	GRIN3B	2732	1153	1501
GRIN3B_+_1000749.23-P1P2	GRIN3B	2323	1	1
GRIN3B_-_1000365.23-P1P2	GRIN3B	868	1	1647
GRIN3B_-_1000399.23-P1P2	GRIN3B	2375	0	1800
GRK1_+_114321548.23-P1P2	GRK1	2590	4127	3
GRK1_-_114321559.23-P1P2	GRK1	1720	5429	6
GRK1_-_114321565.23-P1P2	GRK1	5964	3	950
GRK1_-_114321587.23-P1P2	GRK1	2401	3	2
GRK4_+_2965344.23-P1P2	GRK4	1541	0	1382
GRK4_+_2965359.23-P1P2	GRK4	3014	3995	3
GRK4_+_2965362.23-P1P2	GRK4	989	2298	1
GRK4_-_2965719.23-P1P2	GRK4	2836	1	1782
GRK4_-_2965781.23-P1P2	GRK4	3970	1	2377
GRK5_+_120967565.23-P1P2	GRK5	5231	2445	2747
GRK5_+_120967585.23-P1P2	GRK5	1215	5541	2680
GRK5_-_120967155.23-P1P2	GRK5	1186	1	1
GRK5_-_120967160.23-P1P2	GRK5	2927	11571	2954
GRK5_-_120967208.23-P1P2	GRK5	3155	0	4
GRK6_+_176853720.23-P1P2	GRK6	1260	4405	4
GRK6_+_176853751.23-P1P2	GRK6	1085	2	1299
GRK6_+_176854069.23-P1P2	GRK6	3325	3	0
GRK6_-_176853915.23-P1P2	GRK6	2888	5	1080
GRK6_-_176854096.23-P1P2	GRK6	1321	0	2
GRK7_+_141497034.23-P1P2	GRK7	776	4	1677
GRK7_+_141497099.23-P1P2	GRK7	9313	1464	6567
GRK7_-_141497062.23-P1P2	GRK7	1461	3	1823
GRM2_+_51741145.23-P1P2	GRM2	1355	4680	1870
GRM2_+_51741150.23-P1P2	GRM2	1258	1	0
GRM2_+_51741481.23-P1P2	GRM2	2082	3	1853
GRM2_-_51741188.23-P1P2	GRM2	980	3	3128
GRM4_+_34073246.23-P1	GRM4	1289	1246	0
GRM4_+_34073323.23-P1	GRM4	2050	0	1
GRM4_+_34113630.23-P2	GRM4	502	0	1139
GRM4_+_34113795.23-P2	GRM4	1518	0	3
GRM4_-_34073342.23-P1	GRM4	5736	2	3
GRM4_-_34113458.23-P2	GRM4	2864	6	4191
GRM7_+_6902886.23-P1	GRM7	3268	4	1358
GRM7_+_6903012.23-P1	GRM7	3072	3	3279
GRM7_+_6904920.23-P2	GRM7	1537	7949	1302
GRM7_-_6902837.23-P1	GRM7	1639	3	1
GRM7_-_6903017.23-P1	GRM7	1190	2	2
GRM7_-_6903277.23-P1	GRM7	6364	3	1223
GRM7_-_6904485.23-P2	GRM7	2055	1	1
GRM7_-_6904500.23-P2	GRM7	1050	0	3122
GRM7_-_6904511.23-P2	GRM7	3904	4980	3855
GRM7_-_6904514.23-P2	GRM7	1312	2	223
GRM8_+_126892530.23-P1P2	GRM8	1698	1	1
GRM8_-_126892954.23-P1P2	GRM8	2517	4586	1865
GRM8_-_126892966.23-P1P2	GRM8	4325	1	2546
GSG2_+_3627223.23-P1P2	GSG2	4419	3	862
GSG2_+_3627244.23-P1P2	GSG2	4361	5	3
GSG2_+_3627407.23-P1P2	GSG2	1322	0	1660
GSG2_+_3627637.23-P1P2	GSG2	1357	1	2
GSG2_-_3627392.23-P1P2	GSG2	3036	5087	1632
GSK3A_+_42746307.23-P1P2	GSK3A	552	1	2
GSK3A_+_42746705.23-P1P2	GSK3A	1205	5265	5391
GSK3A_+_42746716.23-P1P2	GSK3A	1712	2348	2832
GSK3B_+_119813213.23-P1P2	GSK3B	5419	6	2
GSK3B_-_119812857.23-P1P2	GSK3B	1448	0	4
GSK3B_-_119812860.23-P1P2	GSK3B	3021	4	3
GSK3B_-_119812883.23-P1P2	GSK3B	33	0	1871
GSK3B_-_119812886.23-P1P2	GSK3B	1166	0	0
GSR_+_30584949.23-P1P2	GSR	925	1	0
GSR_-_30584836.23-P1P2	GSR	1654	9951	4
GSR_-_30585038.23-P1P2	GSR	2413	4477	7
GSS_+_33543544.23-P1P2	GSS	968	1	0
GSS_+_33543563.23-P1P2	GSS	3244	2535	3424
GSS_-_33543186.23-P1P2	GSS	5358	2320	1422
GSS_-_33543190.23-P1P2	GSS	3907	5235	3354
GSTA2_+_52627787.23-P1P2	GSTA2	1739	3	1050
GSTA2_+_52628258.23-P1P2	GSTA2	3518	2	2
GSTA2_-_52628266.23-P1P2	GSTA2	217	0	0
GSTA2_-_52628270.23-P1P2	GSTA2	2858	2617	3539
GSTA3_+_52774023.23-P1P2	GSTA3	1278	1	633
GSTA3_+_52774140.23-P1P2	GSTA3	854	1	1655
GSTA3_+_52774186.23-P1P2	GSTA3	3557	5	7853
GSTA4_-_52858967.23-P2	GSTA4	509	5223	2
GSTA4_-_52860063.23-P1	GSTA4	1515	0	1536
GSTA4_-_52860094.23-P1	GSTA4	1216	1	0
GSTA5_+_52710455.23-P1P2	GSTA5	2589	1	0
GSTA5_-_52710472.23-P1P2	GSTA5	3212	4	3
GSTA5_-_52710823.23-P1P2	GSTA5	1594	2	3
GSTA5_-_52710834.23-P1P2	GSTA5	5270	10	1828
GSTA5_-_52710887.23-P1P2	GSTA5	1097	8236	751
GSTK1_+_142960618.23-P1P2	GSTK1	1121	1	1
GSTK1_+_142960625.23-P1P2	GSTK1	1421	3	1
GSTK1_-_142961014.23-P1P2	GSTK1	529	5152	2682
GSTM4_+_110198783.23-P1P2	GSTM4	2558	7343	2703
GSTM4_+_110198946.23-P1P2	GSTM4	3373	2	1915
GSTM4_+_110199134.23-P1P2	GSTM4	1579	1	1921
GSTM4_-_110198757.23-P1P2	GSTM4	2538	2884	1
GSTO1_+_106014654.23-P1P2	GSTO1	2980	0	2
GSTO1_+_106015060.23-P1P2	GSTO1	2456	2	1338
GSTO1_-_106014695.23-P1P2	GSTO1	764	1290	1118
GSTO2_+_106034926.23-P1P2	GSTO2	2941	0	1
GSTO2_+_106034962.23-P1P2	GSTO2	2175	2	2
GSTO2_+_106035044.23-P1P2	GSTO2	2999	2	2
GSTO2_-_106034934.23-P1P2	GSTO2	857	0	3
GSTO2_-_106035014.23-P1P2	GSTO2	4895	2764	2
GSTT2_+_24322377.23-P1P2	GSTT2	4420	3708	1
GSTT2_+_24322380.23-P1P2	GSTT2	4070	4013	2
GSTT2_-_24322392.23-P1P2	GSTT2	1713	5	2955
GUCA1A_+_42123160.23-P1	GUCA1A	2466	1	2
GUCA1A_+_42123169.23-P1	GUCA1A	1707	5	2867
GUCA1A_+_42123385.23-P1	GUCA1A	2127	1	0
GUCA1A_+_42141199.23-P2	GUCA1A	3402	0	0
GUCA1A_-_42123588.23-P1	GUCA1A	876	0	0
GUCA1A_-_42141519.23-P2	GUCA1A	4735	2	1621
GUCA1A_-_42141562.23-P2	GUCA1A	1234	0	2
GUCA1A_-_42141603.23-P2	GUCA1A	1623	1	219
GUCY2C_+_14849470.23-P1P2	GUCY2C	2955	3	3
GUCY2C_-_14849137.23-P1P2	GUCY2C	87	4	1845
GUCY2C_-_14849479.23-P1P2	GUCY2C	720	0	0
GUCY2D_+_7906010.23-P1P2	GUCY2D	2566	1	1
GUCY2D_-_7905995.23-P1P2	GUCY2D	3225	1	1
GUCY2F_+_108725202.23-P1P2	GUCY2F	3110	1	2
GUCY2F_-_108725033.23-P1P2	GUCY2F	1633	3	426
GUCY2F_-_108725317.23-P1P2	GUCY2F	3870	3264	1
GUK1_+_228328394.23-P1P2	GUK1	2187	3647	3
GUSB_+_65447180.23-P1P2	GUSB	2653	1	0
GUSB_+_65447191.23-P1P2	GUSB	4648	1	81
GUSB_-_65446788.23-P1P2	GUSB	1350	2	0
GUSB_-_65446877.23-P1P2	GUSB	1198	5048	2
GUSB_-_65447165.23-P1P2	GUSB	3728	3	1691
GYG1_+_148709356.23-P1P2	GYG1	5786	3882	893
GYG1_+_148709361.23-P1P2	GYG1	698	5079	1893
GYG1_+_148709771.23-P1P2	GYG1	385	2	3440
GZMB_+_25103382.23-P1P2	GZMB	1537	0	3
GZMB_-_25103117.23-P1P2	GZMB	4129	4	1995
GZMB_-_25103326.23-P1P2	GZMB	1271	4	6165
GZMB_-_25103391.23-P1P2	GZMB	1542	2	1923
H6PD_+_9294901.23-P1	H6PD	3379	6234	2861
H6PD_+_9295077.23-P1	H6PD	5488	5	1512
H6PD_+_9295297.23-P1	H6PD	1722	1034	954
H6PD_+_9295321.23-P1	H6PD	823	0	2
