sgRNA	Gene	Diff	Lower	Upper
MMP24_-_33814642.23-P1P2	MMP24	361	6553	1510
MMP25_+_3096797.23-P1P2	MMP25	1035	3276	0
MMP25_-_3096589.23-P1P2	MMP25	1036	5187	927
MMP26_+_4788522.23-ENST00000380390.1	MMP26	2371	4	1883
MMP26_+_5009477.23-ENST00000300762.1	MMP26	4244	1	3
MMP26_+_5009839.23-ENST00000300762.1	MMP26	2797	2931	2182
MMP26_-_5009869.23-ENST00000300762.1	MMP26	622	1	0
MMP27_+_102576008.23-P1P2	MMP27	1397	0	0
MMP27_+_102576062.23-P1P2	MMP27	1320	3	0
MMP27_+_102576446.23-P1P2	MMP27	1510	1	8
MMP27_+_102576467.23-P1P2	MMP27	1383	0	3
MMP28_+_34122577.23-P1P2	MMP28	1527	1	3258
MMP28_-_34122159.23-P1P2	MMP28	1571	2912	210
MMP3_+_102713883.23-P1P2	MMP3	3076	5392	10
MMP3_+_102714334.23-P1P2	MMP3	1028	0	941
MMP3_-_102713930.23-P1P2	MMP3	4504	1290	1930
MMP3_-_102714259.23-P1P2	MMP3	1201	3	1
MMP7_-_102401119.23-P1P2	MMP7	2101	1	0
MMP7_-_102401243.23-P1P2	MMP7	2939	3	3
MMP7_-_102401370.23-P1P2	MMP7	3405	2644	3545
MMP7_-_102401376.23-P1P2	MMP7	620	2489	1536
MMP8_+_102595642.23-P1P2	MMP8	3074	0	142
MMP8_-_102595652.23-P1P2	MMP8	1214	0	0
MOCOS_+_33767554.23-P1P2	MOCOS	3020	1703	4787
MOCOS_+_33767899.23-P1P2	MOCOS	1224	2818	1671
MOK_+_102771420.23-P1P2	MOK	1326	3	0
MOK_-_102771425.23-P1P2	MOK	1478	0	2
MOK_-_102771439.23-P1P2	MOK	1659	4878	5
MOS_+_57026123.23-P1P2	MOS	625	0	1
MPRIP_+_16945765.23-P1P2	MPRIP	2819	4	1869
MPRIP_+_16945768.23-P1P2	MPRIP	1953	3	2
MPRIP_+_16945787.23-P1P2	MPRIP	2304	2	3595
MPRIP_+_16945792.23-P1P2	MPRIP	467	9911	1478
MPRIP_-_16945782.23-P1P2	MPRIP	1345	4565	5
MR1_-_181003149.23-P1P2	MR1	801	3	0
MR1_-_181003570.23-P1P2	MR1	1582	1691	7
MS4A1_+_60223356.23-P1P2	MS4A1	1156	1	0
MS4A1_+_60223388.23-P1P2	MS4A1	767	1	1
MS4A1_-_60223423.23-P1P2	MS4A1	4240	1	4707
MS4A2_+_59856276.23-P1P2	MS4A2	1700	1	1
MS4A2_-_59856359.23-P1P2	MS4A2	1744	1	0
MS4A2_-_59856581.23-P1P2	MS4A2	1613	1	2174
MS4A2_-_59856606.23-P1P2	MS4A2	1610	0	1
MSRA_+_9911819.23-P1P2	MSRA	6089	5822	5
MSRA_+_9911857.23-P1P2	MSRA	1284	11	1695
MSRA_-_9911825.23-P1P2	MSRA	1440	3	1383
MSRA_-_9912190.23-P1P2	MSRA	2231	5402	1641
MSRA_-_9912264.23-P1P2	MSRA	1291	0	2
MST1R_+_49941057.23-P1P2	MST1R	1630	1	1
MST1R_+_49941068.23-P1P2	MST1R	1494	1	1188
MST1R_+_49941291.23-P1P2	MST1R	1721	2947	3227
MST1R_-_49941307.23-P1P2	MST1R	6064	5	2439
MST4_+_131157354.23-P1P2	MST4	3815	2516	2
MST4_-_131157387.23-P1P2	MST4	1573	2	1288
MST4_-_131157577.23-P1P2	MST4	6021	3	424
MST4_-_131157771.23-P1P2	MST4	3547	7	7852
MTAP_+_21802673.23-P1P2	MTAP	2773	1596	1495
MTAP_+_21802676.23-P1P2	MTAP	1574	2	3971
MTAP_+_21802875.23-P1P2	MTAP	4290	4727	1917
MTAP_-_21802667.23-P1P2	MTAP	6210	5479	1910
MTAP_-_21803113.23-P1P2	MTAP	2696	4	2
MTFMT_+_65321922.23-P1P2	MTFMT	4306	5	2305
MTFMT_-_65321920.23-P1P2	MTFMT	1460	5428	910
MTHFD2_+_74433642.23-P2	MTHFD2	1508	3082	1952
MTHFD2_-_74425723.23-P1	MTHFD2	5095	0	1495
MTHFD2_-_74425764.23-P1	MTHFD2	1071	7125	856
MTHFD2_-_74425771.23-P1	MTHFD2	1978	2	4026
MTHFD2_-_74425956.23-P1	MTHFD2	4198	1636	380
MTHFD2_-_74426186.23-P1	MTHFD2	1618	1	2288
MTHFD2_-_74433617.23-P2	MTHFD2	1117	1	2122
MTM1_+_149737106.23-P1P2	MTM1	799	0	1843
MTM1_+_149737435.23-P1P2	MTM1	1488	5880	2
MTM1_-_149737096.23-P1P2	MTM1	1388	3710	4
MTMR10_+_31284093.23-P1P2	MTMR10	3002	7	1594
MTMR10_-_31283442.23-P1P2	MTMR10	1627	1	887
MTMR11_+_149903204.23-P1P2	MTMR11	735	2493	3
MTMR11_-_149903008.23-P1P2	MTMR11	6883	9	6606
MTMR11_-_149903289.23-P1P2	MTMR11	2620	3554	3
MTMR12_-_32312982.23-P1P2	MTMR12	1247	1	3401
MTMR12_-_32312985.23-P1P2	MTMR12	5189	5112	4770
MTMR12_-_32313034.23-P1P2	MTMR12	1297	3857	1319
MTMR12_-_32313040.23-P1P2	MTMR12	1160	9129	3
MTMR14_-_9691202.23-P1P2	MTMR14	2989	1	3
MTMR14_-_9691251.23-P1P2	MTMR14	825	1	1512
MTMR14_-_9691403.23-P1P2	MTMR14	2596	1	1099
MTMR1_+_149861886.23-P1P2	MTMR1	5379	2665	5075
MTMR1_+_149862340.23-P1P2	MTMR1	978	1	1469
MTMR1_-_149861879.23-P1P2	MTMR1	1426	5	3719
MTMR1_-_149861882.23-P1P2	MTMR1	3113	5	6
MTMR1_-_149861920.23-P1P2	MTMR1	1629	3	1
MTMR2_-_95657171.23-P1P2	MTMR2	2498	3157	1010
MTMR2_-_95657174.23-P1P2	MTMR2	3157	6535	5
MTMR2_-_95657187.23-P1P2	MTMR2	1252	4326	30
MTMR2_-_95657200.23-P1P2	MTMR2	2432	4585	2
MTMR2_-_95657205.23-P1P2	MTMR2	4255	7748	3777
MTMR3_+_30279230.23-P1P2	MTMR3	2285	2804	2
MTMR3_-_30279250.23-P1P2	MTMR3	1466	6620	3333
MTMR4_+_56591601.23-P2	MTMR4	1319	3	0
MTMR4_+_56594799.23-P1	MTMR4	858	1	1761
MTMR4_+_56595105.23-P1	MTMR4	4331	5391	4446
MTMR4_+_56595188.23-P1	MTMR4	2856	5	2205
MTMR4_-_56591546.23-P2	MTMR4	738	5341	2081
MTMR4_-_56591993.23-P2	MTMR4	2205	3	1743
MTMR4_-_56595139.23-P1	MTMR4	3899	1	1591
MTMR4_-_56595184.23-P1	MTMR4	1423	0	1557
MTMR6_+_25861145.23-P1P2	MTMR6	1129	0	0
MTMR6_+_25861543.23-P1P2	MTMR6	2545	8192	1458
MTMR6_+_25861587.23-P1P2	MTMR6	1252	4850	6373
MTMR6_-_25861605.23-P1P2	MTMR6	2678	2	225
MTMR6_-_25861638.23-P1P2	MTMR6	3310	5726	819
MTMR7_+_17270797.23-P1P2	MTMR7	3480	1	1
MTMR7_+_17270807.23-P1P2	MTMR7	1292	1	2799
MTMR7_-_17270782.23-P1P2	MTMR7	2593	1	1357
MTMR7_-_17270802.23-P1P2	MTMR7	1952	2392	3988
MTMR8_+_63615257.23-P1P2	MTMR8	3006	2	1
MTMR8_+_63615291.23-P1P2	MTMR8	2417	5	3940
MTMR8_-_63614850.23-P1P2	MTMR8	1024	2622	2
MTMR9_+_11142057.23-P1P2	MTMR9	1681	3	867
MTMR9_+_11142322.23-P1P2	MTMR9	1146	5	2184
MTMR9_+_11142357.23-P1P2	MTMR9	2517	5	1619
MTMR9_-_11142001.23-P1P2	MTMR9	4665	3009	1
MTMR9_-_11142092.23-P1P2	MTMR9	1345	4	1303
MTNR1A_+_187476277.23-P1P2	MTNR1A	4184	2944	2351
MTNR1A_+_187476511.23-P1P2	MTNR1A	1034	4980	1338
MTNR1A_-_187476145.23-P1P2	MTNR1A	770	0	0
MTNR1B_+_92703042.23-P1P2	MTNR1B	965	3077	3
MTNR1B_+_92703045.23-P1P2	MTNR1B	1557	2	1447
MTNR1B_+_92703076.23-P1P2	MTNR1B	2986	3	3532
MTNR1B_-_92702681.23-P1P2	MTNR1B	723	2	2273
MTOR_-_11322168.23-P1P2	MTOR	788	1	2249
MTRR_+_7869735.23-P1P2	MTRR	1199	5	2846
MTRR_-_7869343.23-P1P2	MTRR	1285	4446	2657
MTRR_-_7869349.23-P1P2	MTRR	4523	4	3825
MTR_+_236958639.23-P1P2	MTR	1665	4277	1
MTR_-_236958613.23-P1P2	MTR	779	3	2
MTR_-_236958736.23-P1P2	MTR	1588	5358	2872
MTR_-_236958874.23-P1P2	MTR	3530	2	2
MTTP_+_100496358.23-P1P2	MTTP	890	1	1576
MTTP_+_100496427.23-P1P2	MTTP	3518	0	1
MTTP_-_100495992.23-P1P2	MTTP	454	0	0
MTTP_-_100496052.23-P1P2	MTTP	2603	3	2388
MUC2_+_1074918.23-P1P2	MUC2	1070	5725	5060
MUC2_+_1075112.23-P1P2	MUC2	1560	0	3196
MUC2_-_1074928.23-P1P2	MUC2	4722	6971	4678
MUC2_-_1075285.23-P1P2	MUC2	1669	6075	2119
MURC_+_103340546.23-P1P2	MURC	1705	1	976
MURC_-_103340673.23-P1P2	MURC	5352	1753	2147
MURC_-_103340746.23-P1P2	MURC	1557	2	1
MUSK_-_113431402.23-P1P2	MUSK	3690	1	937
MUT_+_49430502.23-P1P2	MUT	1127	0	0
MUT_+_49430923.23-P1P2	MUT	1330	0	1508
MUT_-_49430521.23-P1P2	MUT	2909	1	1
MUT_-_49430970.23-P1P2	MUT	1187	2	0
MVK_+_110011102.23-P1P2	MVK	706	2	1638
MVK_-_110011093.23-P1P2	MVK	1477	4	2
MYH14_+_50706905.23-P1P2	MYH14	2430	6	2645
MYH14_+_50707141.23-P1P2	MYH14	3915	6538	3
MYH14_-_50707313.23-P1P2	MYH14	3743	2	2597
MYH14_-_50707336.23-P1P2	MYH14	1327	1	1
MYH7_+_23894054.23-P2	MYH7	3035	6	5833
MYH7_+_23894573.23-P2	MYH7	1627	1	2242
MYH7_+_23904465.23-P1	MYH7	2015	3	1
MYH7_+_23904652.23-P1	MYH7	3209	3	2
MYH7_-_23894538.23-P2	MYH7	1933	7686	1280
MYH7_-_23894544.23-P2	MYH7	3596	3	2
MYH7_-_23904408.23-P1	MYH7	4928	2	3
MYL12A_+_3247938.23-P1	MYL12A	843	0	1
MYL12A_-_3247860.23-P1	MYL12A	1502	2	1806
MYL12A_-_3247880.23-P1	MYL12A	1423	11217	2
MYL12A_-_3247977.23-P1	MYL12A	1533	0	0
MYL12A_-_3252328.23-P2	MYL12A	718	0	1636
MYL6B_-_56546414.23-P1P2	MYL6B	4434	1318	2
MYL6B_-_56546429.23-P1P2	MYL6B	3322	2	2219
MYL6B_-_56546797.23-P1P2	MYL6B	1400	5254	5
MYL6B_-_56546806.23-P1P2	MYL6B	3369	3	2
MYLK2_+_30407165.23-P1P2	MYLK2	2988	3	5554
MYLK2_-_30407515.23-P1P2	MYLK2	3367	5	1811
MYLK3_+_46781792.23-P1	MYLK3	944	3	1798
MYLK3_+_46782235.23-P1	MYLK3	6091	2986	3761
MYLK3_-_46781779.23-P1	MYLK3	3172	2	1245
MYLK3_-_46782222.23-P1	MYLK3	1541	2	1361
MYLK3_-_46797079.23-P2	MYLK3	1470	2	1880
MYLK3_-_46797172.23-P2	MYLK3	1776	5455	2
MYLK4_+_2751126.23-P1P2	MYLK4	1899	1	0
MYLK4_-_2750927.23-P1P2	MYLK4	2066	0	1722
MYLK_+_123512423.23-ENST00000475616.1	MYLK	1516	2	1
MYLK_+_123512803.23-ENST00000475616.1	MYLK	6658	3206	3
MYLK_+_123602889.23-ENST00000360304.3	MYLK	1621	1	0
MYLK_+_123602897.23-ENST00000360304.3	MYLK	1695	2	1
MYLK_+_123602990.23-ENST00000360304.3	MYLK	1394	5651	1913
MYLK_-_123512455.23-ENST00000475616.1	MYLK	2570	2615	4792
MYLK_-_123602882.23-ENST00000360304.3	MYLK	4392	5656	1451
MYO1D_-_31204146.23-P1P2	MYO1D	2868	3660	496
MYO1D_-_31204163.23-P1P2	MYO1D	2349	1	1
MYO1D_-_31204169.23-P1P2	MYO1D	3653	1	1539
MYO1D_-_31204175.23-P1P2	MYO1D	3601	4	3599
MYO3A_+_26223140.23-P1P2	MYO3A	1412	2029	3275
MYO3A_-_26223234.23-P1P2	MYO3A	1147	5	2027
MYO3A_-_26223545.23-P1P2	MYO3A	1359	0	0
MYO3B_-_171034650.23-P1P2	MYO3B	1524	6043	1581
MYO3B_-_171034919.23-P1P2	MYO3B	1385	1	0
NADK_+_1709820.23-P1	NADK	5800	3	1772
NADK_+_1709845.23-P1	NADK	2416	7236	2
NADK_+_1709876.23-P1	NADK	2762	8	8528
NADK_-_1709434.23-P1	NADK	5909	1	1
NADK_-_1711485.23-P2	NADK	1487	0	1677
NADSYN1_+_71164275.23-P1P2	NADSYN1	1685	1	0
NADSYN1_+_71164322.23-P1P2	NADSYN1	2191	4	3204
NADSYN1_+_71164518.23-P1P2	NADSYN1	2005	4745	5
NADSYN1_-_71164648.23-P1P2	NADSYN1	552	0	0
NAGA_+_42466751.23-P1P2	NAGA	2944	1	1627
NAGA_+_42466765.23-P1P2	NAGA	2946	3341	2050
NAGA_+_42466783.23-P1P2	NAGA	1248	7657	1996
NAGA_+_42466786.23-P1P2	NAGA	1747	0	1862
NAGA_-_42466629.23-P1P2	NAGA	2288	3	1366
NAGK_-_71295802.23-P1P2	NAGK	1773	2	0
NAGK_-_71295832.23-P1P2	NAGK	921	1	1
NAGLU_+_40688309.23-P1P2	NAGLU	1550	0	1
NAGLU_+_40688325.23-P1P2	NAGLU	1793	1	1
NAGLU_+_40688676.23-P1P2	NAGLU	2008	1	2
NAGLU_+_40689018.23-P1P2	NAGLU	1340	1	0
NAGLU_-_40688749.23-P1P2	NAGLU	1393	2745	3551
NAGPA_-_5083759.23-P1P2	NAGPA	2690	4	1765
NAGPA_-_5083882.23-P1P2	NAGPA	2696	0	2
NAGPA_-_5083904.23-P1P2	NAGPA	1563	1	1673
NAGPA_-_5083907.23-P1P2	NAGPA	1579	1	1
NAGS_+_42081968.23-P1	NAGS	1578	4	0
NAGS_+_42081999.23-P1	NAGS	3251	0	1
NAGS_+_42082378.23-P1	NAGS	3545	2040	6
NAGS_+_42082393.23-P1	NAGS	2347	3	3123
NAGS_+_42083466.23-P2	NAGS	968	4404	4287
NAGS_-_42083396.23-P2	NAGS	796	4333	1
NAGS_-_42083399.23-P2	NAGS	1068	1	1520
NAGS_-_42083433.23-P2	NAGS	1138	3878	4013
NAGS_-_42083447.23-P2	NAGS	1764	4	1917
NAPB_+_23402063.23-P1P2	NAPB	2363	1553	1385
NAPB_-_23401600.23-P1P2	NAPB	3750	12887	9
NARS2_+_78285660.23-P1P2	NARS2	1762	2	1
NARS2_+_78285829.23-P1P2	NARS2	1215	2	1383
NARS2_-_78285456.23-P1P2	NARS2	1067	4	2
NARS_+_55288934.23-P1P2	NARS	1691	1	2164
NARS_-_55288674.23-P1P2	NARS	2427	10623	7
NCAN_+_19323007.23-P1P2	NCAN	2429	3560	1
NCAN_-_19322814.23-P1P2	NCAN	2996	6	6250
NCAN_-_19323235.23-P1P2	NCAN	1277	1	2
NCOA5_+_44718511.23-P1P2	NCOA5	1187	2	1218
NCOA5_+_44718514.23-P1P2	NCOA5	883	2280	1337
NCOA5_-_44718548.23-P1P2	NCOA5	4504	4	3
NCOA5_-_44718565.23-P1P2	NCOA5	2344	5348	5461
NDST1_+_149865942.23-P1P2	NDST1	3060	2	1470
NDST1_-_149865520.23-P1P2	NDST1	2731	4109	3611
NDST1_-_149865528.23-P1P2	NDST1	2077	3521	2783
NDST1_-_149865550.23-P1P2	NDST1	2506	0	1981
NDST1_-_149865566.23-P1P2	NDST1	825	3721	5191
NDUFA10_-_240964703.23-P1P2	NDUFA10	2083	5482	1668
NDUFA11_+_5903375.23-P1P2	NDUFA11	1970	4106	2
NDUFA11_+_5903777.23-P1P2	NDUFA11	4235	6	3861
NDUFA11_-_5903392.23-P1P2	NDUFA11	834	1183	0
NDUFA11_-_5903762.23-P1P2	NDUFA11	2421	2	1
NDUFA12_+_95397403.23-P1P2	NDUFA12	6013	3	1288
NDUFA12_+_95397515.23-P1P2	NDUFA12	1196	5331	4647
NDUFA12_-_95397049.23-P1P2	NDUFA12	1092	0	0
NDUFA4L2_+_57630847.23-P1P2	NDUFA4L2	491	0	0
NDUFA4L2_+_57630864.23-P1P2	NDUFA4L2	1235	1	2
NDUFA4L2_-_57630857.23-P1P2	NDUFA4L2	2605	15712	1081
NDUFA5_+_123197681.23-P1P2	NDUFA5	697	0	0
NDUFA5_-_123197867.23-P1P2	NDUFA5	844	5223	1481
NDUFA6_-_42486693.23-P1P2	NDUFA6	5536	3	2957
NDUFA7_-_8386227.23-P1P2	NDUFA7	2041	0	2
NDUFA8_+_124922020.23-P1P2	NDUFA8	1414	1	0
NDUFAB1_+_23607618.23-P1P2	NDUFAB1	655	2	2
NDUFB1_+_92587991.23-P1P2	NDUFB1	891	4	3403
NDUFB3_-_201937061.23-P1P2	NDUFB3	1472	1	1752
NDUFB4_+_120315227.23-P1P2	NDUFB4	1486	0	1
NDUFB4_+_120315547.23-P1P2	NDUFB4	901	1	2
NDUFB4_-_120315417.23-P1P2	NDUFB4	1322	0	0
NDUFB5_+_179322591.23-P1P2	NDUFB5	713	2929	3
NDUFB5_-_179323021.23-P1P2	NDUFB5	1730	3	0
NDUFB6_+_32573050.23-P1P2	NDUFB6	991	2751	0
NDUFB9_+_125551368.23-P1P2	NDUFB9	3650	8022	3
NDUFC1_+_140223231.23-P2	NDUFC1	1633	1	1646
NDUFC1_+_140223568.23-P2	NDUFC1	722	2031	3
NDUFC1_-_140216734.23-P1	NDUFC1	2812	1	1
NDUFC1_-_140216941.23-P1	NDUFC1	969	0	1408
NDUFC2_-_77790873.23-P1P2	NDUFC2	1505	1	6316
NDUFS2_+_161172138.23-P1P2	NDUFS2	3329	2827	0
NDUFS2_-_161171911.23-P1P2	NDUFS2	2909	2	3
NDUFS3_+_47600835.23-P1P2	NDUFS3	127	4499	974
NDUFS3_-_47600652.23-P1P2	NDUFS3	1132	1	0
NDUFS3_-_47600655.23-P1P2	NDUFS3	1358	1	1441
NDUFS4_+_52856445.23-P1P2	NDUFS4	3018	2	0
NDUFS4_+_52856689.23-P1P2	NDUFS4	2917	3	4263
NDUFS4_-_52856474.23-P1P2	NDUFS4	946	1	4
NDUFS4_-_52856498.23-P1P2	NDUFS4	4288	3	1825
NDUFS4_-_52856546.23-P1P2	NDUFS4	3932	2591	1054
NDUFS5_+_39494729.23-P2	NDUFS5	2770	0	1
NDUFS5_-_39492036.23-P1	NDUFS5	1651	2430	2
NDUFS5_-_39492080.23-P1	NDUFS5	1240	2	2204
NDUFS5_-_39495011.23-P2	NDUFS5	1873	7	1743
NDUFS6_+_1801594.23-P1P2	NDUFS6	2084	2	958
NDUFS6_+_1801700.23-P1P2	NDUFS6	1471	3652	841
NDUFS8_+_67798148.23-P1P2	NDUFS8	1965	2	1
NDUFS8_+_67798556.23-P1P2	NDUFS8	717	1	1765
NDUFS8_-_67798204.23-P1P2	NDUFS8	386	0	0
NDUFV1_+_67374457.23-P1	NDUFV1	174	0	0
NDUFV1_+_67374470.23-P1	NDUFV1	3959	4	1780
NDUFV1_-_67377965.23-P2	NDUFV1	1228	6532	3519
NDUFV1_-_67378002.23-P2	NDUFV1	1662	2	1880
NDUFV1_-_67378165.23-P2	NDUFV1	1500	4918	1
NDUFV1_-_67378183.23-P2	NDUFV1	5631	3	5152
NDUFV3_+_44313428.23-P1P2	NDUFV3	1223	0	1714
NDUFV3_+_44313438.23-P1P2	NDUFV3	1587	12458	3879
NDUFV3_+_44313450.23-P1P2	NDUFV3	2543	6	4268
NDUFV3_+_44313839.23-P1P2	NDUFV3	847	0	3
NDUFV3_-_44313446.23-P1P2	NDUFV3	1869	2	1468
NEDD8-MDP1_+_24701278.23-P1P2	NEDD8-MDP1	3457	1	2
NEDD8-MDP1_+_24701319.23-P1P2	NEDD8-MDP1	2431	2678	2
NEK10_+_27410827.23-P1P2	NEK10	1169	2	1613
NEK10_+_27410847.23-P1P2	NEK10	208	0	2
NEK10_+_27410855.23-P1P2	NEK10	2178	2892	3
NEK10_-_27410887.23-P1P2	NEK10	4227	2742	2194
NEK11_+_130745741.23-P1P2	NEK11	2521	12514	3
NEK11_+_130745773.23-P1P2	NEK11	772	0	1803
NEK11_+_130745791.23-P1P2	NEK11	1437	0	0
NEK11_-_130745769.23-P1P2	NEK11	2909	5	1443
NEK1_+_170533409.23-P1P2	NEK1	862	2790	1
NEK1_-_170533710.23-P1P2	NEK1	905	3462	2
NEK2_+_211848564.23-P1P2	NEK2	6520	1671	2
NEK2_+_211848955.23-P1P2	NEK2	1362	3	3442
NEK2_-_211848697.23-P1P2	NEK2	4018	3	2110
NEK2_-_211848902.23-P1P2	NEK2	1140	1807	1
NEK3_+_52733699.23-P1P2	NEK3	3355	4221	1160
NEK3_-_52733662.23-P1P2	NEK3	2295	6493	7165
NEK4_+_52804921.23-P1P2	NEK4	1790	2189	3495
NEK4_+_52804927.23-P1P2	NEK4	6609	3331	2967
NEK4_-_52804518.23-P1P2	NEK4	789	0	1
NEK4_-_52804941.23-P1P2	NEK4	6934	4	675
NEK5_+_52702988.23-P1P2	NEK5	1272	5372	2
NEK5_-_52702784.23-P1P2	NEK5	1647	2	1
NEK5_-_52703145.23-P1P2	NEK5	2878	2	1732
NEK6_-_127020292.23-P1P2	NEK6	489	5293	3827
NEK6_-_127020340.23-P1P2	NEK6	1460	651	3
NEK6_-_127020629.23-P1P2	NEK6	1279	5289	4556
NEK7_+_198126185.23-P1P2	NEK7	843	3	3405
NEK7_-_198126181.23-P1P2	NEK7	1448	0	1
NEK7_-_198126230.23-P1P2	NEK7	2693	2857	3498
NEK8_+_27055871.23-P1P2	NEK8	1260	1	1
NEK8_-_27055858.23-P1P2	NEK8	1174	1	0
NEK9_+_75593513.23-P1P2	NEK9	3311	1115	4041
NEK9_+_75593688.23-P1P2	NEK9	889	0	905
NEK9_-_75593381.23-P1P2	NEK9	2678	9	5292
NEK9_-_75593752.23-P1P2	NEK9	1091	3	3470
NEU1_+_31830543.23-P1P2	NEU1	1067	4	1761
NEU1_-_31830181.23-P1P2	NEU1	4246	3	6
NEU2_+_233897436.23-ENST00000233840.3	NEU2	1329	4	2107
NEU2_+_233897622.23-ENST00000233840.3	NEU2	3520	0	1
NFS1_-_34287137.23-P1P2	NFS1	1216	0	1
NGB_+_77737046.23-P1P2	NGB	1465	2	0
NGB_+_77737479.23-P1P2	NGB	4631	8	5410
NGB_+_77737500.23-P1P2	NGB	2535	2	1849
NGB_-_77737470.23-P1P2	NGB	1367	2	847
NGB_-_77737473.23-P1P2	NGB	6675	2	3286
NGF_+_115880788.23-P1P2	NGF	798	1	1
NGF_+_115880835.23-P1P2	NGF	617	2	2
NGF_-_115880803.23-P1P2	NGF	2251	0	1166
NID1_+_236228134.23-P1P2	NID1	1108	2870	2
NID1_+_236228351.23-P1P2	NID1	2925	2541	4123
NID1_+_236228372.23-P1P2	NID1	2840	2415	1
NIM1_+_43192347.23-P1P2	NIM1	877	1	0
NIM1_+_43192363.23-P1P2	NIM1	2804	1	2147
NIM1_+_43192800.23-P1P2	NIM1	1060	2753	5743
NIM1_+_43192818.23-P1P2	NIM1	2412	4	2
NIM1_-_43192399.23-P1P2	NIM1	3183	5390	4
NISCH_+_52490060.23-P1P2	NISCH	1714	4	2217
NISCH_+_52490104.23-P1P2	NISCH	3459	0	1
NISCH_-_52489660.23-P1P2	NISCH	1186	7765	4668
NISCH_-_52490054.23-P1P2	NISCH	1200	2	1965
NLK_+_26369181.23-P1P2	NLK	940	6	1
NLK_-_26368790.23-P1P2	NLK	3641	3	2007
NME1_+_49231214.23-P1	NME1	3592	3	5535
NME1_+_49233013.23-P2	NME1	3366	8501	4471
NME1_+_49233051.23-P2	NME1	2859	3843	2442
NME1_-_49230967.23-P1	NME1	1866	2	1855
NME1_-_49231401.23-P1	NME1	811	3	2
NME2_+_49243878.23-P1P2	NME2	859	35	1
NME2_+_49244167.23-P1P2	NME2	1642	3	1843
NME3_-_1821109.23-P1P2	NME3	3380	3	1534
NME3_-_1821455.23-P1P2	NME3	3522	5463	3
NME3_-_1821526.23-P1P2	NME3	1303	0	2
NME4_+_447230.23-P1P2	NME4	3168	4	0
NME4_-_447229.23-P1P2	NME4	1878	3758	1665
NME5_+_137475058.23-P1P2	NME5	1309	2742	3721
NME6_+_48342664.23-P1P2	NME6	894	2715	4650
NME6_+_48342808.23-P1P2	NME6	2477	1696	4449
NME6_-_48342835.23-P1P2	NME6	925	1	2
NME7_+_169337005.23-P1P2	NME7	1651	3	1929
NME7_+_169337011.23-P1P2	NME7	1499	0	1962
NME7_-_169336814.23-P1P2	NME7	5399	5879	1910
NME7_-_169336977.23-P1P2	NME7	978	1	2
NMNAT1_-_10003551.23-P1P2	NMNAT1	2309	2	1
NMNAT1_-_10003568.23-P1P2	NMNAT1	2298	0	3
NMNAT3_+_139396422.23-P1P2	NMNAT3	1217	4	1598
NMNAT3_+_139396785.23-P1P2	NMNAT3	2435	2	5723
NMNAT3_+_139396837.23-P1P2	NMNAT3	1707	5162	4338
NMNAT3_-_139396409.23-P1P2	NMNAT3	3989	6116	2603
NMRAL1_+_4524548.23-P1P2	NMRAL1	5365	2	5
NMRAL1_+_4524565.23-P1P2	NMRAL1	5013	3	1
NMT1_+_43138745.23-P1P2	NMT1	1111	5153	4
NMT1_-_43138762.23-P1P2	NMT1	2356	2	3143
NMT2_+_15210668.23-P1P2	NMT2	2372	5140	2
NMT2_+_15210678.23-P1P2	NMT2	2960	4578	2
NMT2_+_15210685.23-P1P2	NMT2	1305	0	1
NMT2_-_15210363.23-P1P2	NMT2	1569	3915	4962
NMT2_-_15210618.23-P1P2	NMT2	3764	3	2
NNMT_-_114167169.23-P1P2	NNMT	1879	3	914
NNT_+_43603323.23-P1P2	NNT	3391	0	2258
NNT_-_43603363.23-P1P2	NNT	2018	3507	7
NNT_-_43603694.23-P1P2	NNT	2657	1	1
NOXO1_+_2031074.23-P1P2	NOXO1	1332	1	0
NOXO1_+_2031366.23-P1P2	NOXO1	5596	2303	1637
NOXO1_-_2031380.23-P1P2	NOXO1	1406	5022	3070
NOXO1_-_2031478.23-P1P2	NOXO1	1156	1	1612
NPC1L1_+_44580454.23-P1P2	NPC1L1	3478	5	1752
NPC1L1_+_44580506.23-P1P2	NPC1L1	577	3	2066
NPPB_+_11918956.23-P1P2	NPPB	2314	2	1
NPPB_+_11918983.23-P1P2	NPPB	985	2	1
NPPB_-_11918541.23-P1P2	NPPB	1297	1	2
NPR1_+_153651128.23-P1P2	NPR1	1647	1	1651
NPR1_+_153651152.23-P1P2	NPR1	4540	3	3734
NPR1_-_153651551.23-P1P2	NPR1	1791	4715	3
NPR2_+_35792161.23-P1P2	NPR2	4031	5	1864
NPR2_-_35791781.23-P1P2	NPR2	2579	4776	1870
NPR3_+_32710803.23-P1P2	NPR3	386	3087	1670
NPR3_-_32711848.23-P1P2	NPR3	2711	1660	2
NPSR1_+_34697864.23-P1P2	NPSR1	2500	2	0
NPSR1_+_34697917.23-P1P2	NPSR1	1583	3160	4842
NPSR1_-_34697842.23-P1P2	NPSR1	1385	0	0
NPY2R_+_156130027.23-P1P2	NPY2R	4768	1607	3
NPY2R_+_156130030.23-P1P2	NPY2R	6868	10	8357
NPY2R_-_156129798.23-P1P2	NPY2R	2619	2	3
NQO1_+_69760261.23-P1	NQO1	1546	2	798
