Gene	sgRNA	eff
PAK2	PAK2_+_196466830.23-P1P2	1
PAK2	PAK2_+_196466855.23-P1P2	1
PAK2	PAK2_+_196467081.23-P1P2	1
PAK3	PAK3_+_110339764.23-P1P2	1
PAK3	PAK3_-_110339388.23-P1P2	1
PAK4	PAK4_-_39616471.23-P1P2	1
PAK6	PAK6_+_40544850.23-P1	1
PAK6	PAK6_+_40544857.23-P1	1
PAK6	PAK6_+_40544886.23-P1	1
PAK6	PAK6_+_40544908.23-P1	1
PAK6	PAK6_-_40531314.23-P2	1
PAK6	PAK6_-_40531346.23-P2	1
PAK6	PAK6_-_40531479.23-P2	1
PAK6	PAK6_-_40531485.23-P2	1
PAK7	PAK7_-_9819498.23-P1P2	1
PAM	PAM_+_102201571.23-ENST00000304400.7	1
PAM	PAM_+_102201705.23-ENST00000304400.7	1
PAM	PAM_+_102201705.23-ENST00000438793.3	1
PAM	PAM_+_102201913.23-ENST00000304400.7	1
PAM	PAM_-_102201645.23-ENST00000438793.3	1
PANK1	PANK1_+_91403234.23-P2	1
PANK1	PANK1_+_91404988.23-P1	1
PANK1	PANK1_+_91404991.23-P1	1
PANK1	PANK1_-_91403656.23-P2	1
PANK2	PANK2_+_3870453.23-P1P2	1
PANK2	PANK2_-_3870502.23-P1P2	1
PANK3	PANK3_+_168006318.23-P1P2	1
PANK3	PANK3_-_168006328.23-P1P2	1
PANK3	PANK3_-_168006355.23-P1P2	1
PANK4	PANK4_+_2457612.23-P1P2	1
PANK4	PANK4_+_2457615.23-P1P2	1
PANK4	PANK4_-_2457646.23-P1P2	1
PANX1	PANX1_+_93862451.23-P1P2	1
PANX1	PANX1_-_93862074.23-P1P2	1
PANX1	PANX1_-_93862077.23-P1P2	1
PANX1	PANX1_-_93862343.23-P1P2	1
PAPOLA	PAPOLA_-_96968732.23-P1P2	1
PAPOLA	PAPOLA_-_96968755.23-P1P2	1
PAPSS1	PAPSS1_+_108640926.23-P1P2	1
PAPSS1	PAPSS1_+_108641032.23-P1P2	1
PAPSS1	PAPSS1_+_108641357.23-P1P2	1
PARK7	PARK7_+_8021784.23-P1P2	1
PARK7	PARK7_+_8021999.23-P1P2	1
PARK7	PARK7_+_8022079.23-P1P2	1
PARP15	PARP15_-_122296481.23-P1P2	1
PARP15	PARP15_-_122296517.23-P1P2	1
PARP15	PARP15_-_122296661.23-P1P2	1
PARP15	PARP15_-_122296715.23-P1P2	1
PARS2	PARS2_-_55230112.23-P1P2	1
PASK	PASK_+_242088878.23-P1P2	1
PASK	PASK_-_242088573.23-P1P2	1
PASK	PASK_-_242088843.23-P1P2	1
PASK	PASK_-_242088870.23-P1P2	1
PBK	PBK_+_27695273.23-P1P2	1
PBK	PBK_+_27695305.23-P1P2	1
PBK	PBK_-_27694848.23-P1P2	1
PBK	PBK_-_27694931.23-P1P2	1
PCBD1	PCBD1_+_72647971.23-P1P2	1
PCBD1	PCBD1_+_72648274.23-P1P2	1
PCBD1	PCBD1_-_72647950.23-P1P2	1
PCBD1	PCBD1_-_72648323.23-P1P2	1
PCCB	PCCB_+_135975133.23-P2	1
PCCB	PCCB_+_135975190.23-P2	1
PCCB	PCCB_-_135969197.23-P1	1
PCCB	PCCB_-_135969220.23-P1	1
PCCB	PCCB_-_135969241.23-P1	1
PCCB	PCCB_-_135974715.23-P2	1
PCCB	PCCB_-_135975138.23-P2	1
PCK1	PCK1_-_56136181.23-P1P2	1
PCK1	PCK1_-_56136542.23-P1P2	1
PCK1	PCK1_-_56136617.23-P1P2	1
PCK1	PCK1_-_56136670.23-P1P2	1
PCMT1	PCMT1_-_150070924.23-P1P2	1
PCMT1	PCMT1_-_150070953.23-P1P2	1
PCMT1	PCMT1_-_150071298.23-P1P2	1
PCSK1	PCSK1_+_95768834.23-P1P2	1
PCSK2	PCSK2_+_17207675.23-P1P2	1
PCSK2	PCSK2_+_17207711.23-P1P2	1
PCTP	PCTP_+_53828832.23-P1P2	1
PCTP	PCTP_-_53828491.23-P1P2	1
PCTP	PCTP_-_53828494.23-P1P2	1
PCYT1A	PCYT1A_+_196014484.23-P1P2	1
PCYT1A	PCYT1A_-_196014551.23-P1P2	1
PCYT1A	PCYT1A_-_196015078.23-P1P2	1
PCYT1A	PCYT1A_-_196015117.23-P1P2	1
PCYT1B	PCYT1B_+_24665088.23-P1P2	1
PCYT1B	PCYT1B_+_24665251.23-P1P2	1
PCYT1B	PCYT1B_-_24664982.23-P1P2	1
PDC	PDC_+_186430206.23-P1P2	1
PDC	PDC_-_186430196.23-P1P2	1
PDE10A	PDE10A_+_166075550.23-P1P2	1
PDE10A	PDE10A_+_166076033.23-P1P2	1
PDE10A	PDE10A_-_166076003.23-P1P2	1
PDE10A	PDE10A_-_166076012.23-P1P2	1
PDE11A	PDE11A_+_178937050.23-P1P2	1
PDE11A	PDE11A_+_178937216.23-P1P2	1
PDE11A	PDE11A_+_178937459.23-P1P2	1
PDE1B	PDE1B_+_54943625.23-P1	1
PDE1B	PDE1B_+_54955298.23-P2	1
PDE1B	PDE1B_+_54955706.23-P2	1
PDE1B	PDE1B_-_54943445.23-P1	1
PDE1B	PDE1B_-_54943464.23-P1	1
PDE1B	PDE1B_-_54943795.23-P1	1
PDE3A	PDE3A_+_20522685.23-P1P2	1
PDE3A	PDE3A_+_20522689.23-P1P2	1
PDE3A	PDE3A_+_20523098.23-P1P2	1
PDE3A	PDE3A_+_20523107.23-P1P2	1
PDE3B	PDE3B_+_14665450.23-P1P2	1
PDE3B	PDE3B_-_14665360.23-P1P2	1
PDE3B	PDE3B_-_14665370.23-P1P2	1
PDE3B	PDE3B_-_14665379.23-P1P2	1
PDE4B	PDE4B_+_66458395.23-ENST00000423207.2	1
PDE4B	PDE4B_-_66458348.23-ENST00000423207.2	1
PDE4C	PDE4C_+_18337023.23-P2	1
PDE4C	PDE4C_-_18337181.23-P2	1
PDE4C	PDE4C_-_18337243.23-P2	1
PDE4C	PDE4C_-_18365780.23-P1	1
PDE4C	PDE4C_-_18366154.23-P1	1
PDE6G	PDE6G_+_79623156.23-P1P2	1
PDE6G	PDE6G_+_79623213.23-P1P2	1
PDE6G	PDE6G_-_79623478.23-P1P2	1
PDE6G	PDE6G_-_79623545.23-P1P2	1
PDE6H	PDE6H_+_15126187.23-P1P2	1
PDE6H	PDE6H_+_15126406.23-P1P2	1
PDE7A	PDE7A_+_66754050.23-P1P2	1
PDE7A	PDE7A_+_66754223.23-P1P2	1
PDE7A	PDE7A_+_66754248.23-P1P2	1
PDE7A	PDE7A_+_66754256.23-P1P2	1
PDE7A	PDE7A_+_66754271.23-P1P2	1
PDE8A	PDE8A_+_85525465.23-P1	1
PDE8A	PDE8A_-_85523733.23-P2	1
PDE8A	PDE8A_-_85523738.23-P2	1
PDE8A	PDE8A_-_85523756.23-P2	1
PDE8A	PDE8A_-_85525116.23-P1	1
PDE8B	PDE8B_+_76506167.23-P1P2	1
PDE8B	PDE8B_+_76506517.23-P1P2	1
PDE8B	PDE8B_+_76506875.23-P1P2	1
PDE9A	PDE9A_+_44073765.23-P1P2	1
PDE9A	PDE9A_+_44074099.23-P1P2	1
PDE9A	PDE9A_-_44073738.23-P1P2	1
PDE9A	PDE9A_-_44073934.23-P1P2	1
PDF	PDF_+_69364456.23-P1P2	1
PDF	PDF_-_69363984.23-P1P2	1
PDF	PDF_-_69364269.23-P1P2	1
PDF	PDF_-_69364402.23-P1P2	1
PDF	PDF_-_69364439.23-P1P2	1
PDGFRA	PDGFRA_-_55095588.23-ENST00000257290.5	1
PDGFRA	PDGFRA_-_55095767.23-ENST00000257290.5	1
PDGFRB	PDGFRB_-_149535385.23-P1P2	1
PDHA1	PDHA1_+_19362209.23-P1P2	1
PDHA2	PDHA2_+_96761276.23-P1P2	1
PDHA2	PDHA2_+_96761687.23-P1P2	1
PDHB	PDHB_+_58419178.23-P1P2	1
PDHB	PDHB_+_58419509.23-P1P2	1
PDHB	PDHB_-_58419313.23-P1P2	1
PDIK1L	PDIK1L_-_26438328.23-P1P2	1
PDK1	PDK1_+_173421230.23-P1P2	1
PDK1	PDK1_-_173420828.23-P1P2	1
PDK1	PDK1_-_173421274.23-P1P2	1
PDK2	PDK2_+_48172791.23-P1P2	1
PDK2	PDK2_+_48173134.23-P1P2	1
PDK2	PDK2_-_48172744.23-P1P2	1
PDK2	PDK2_-_48173164.23-P1P2	1
PDK3	PDK3_+_24483735.23-P1P2	1
PDK3	PDK3_-_24483392.23-P1P2	1
PDK3	PDK3_-_24483395.23-P1P2	1
PDK4	PDK4_+_95225535.23-P1P2	1
PDK4	PDK4_+_95225558.23-P1P2	1
PDK4	PDK4_+_95225598.23-P1P2	1
PDK4	PDK4_-_95225906.23-P1P2	1
PDLIM5	PDLIM5_+_95373101.23-P1P2	1
PDLIM5	PDLIM5_-_95373153.23-P1P2	1
PDLIM5	PDLIM5_-_95373156.23-P1P2	1
PDP1	PDP1_+_94929648.23-P1P2	1
PDP2	PDP2_+_66914838.23-P1P2	1
PDP2	PDP2_-_66914442.23-P1P2	1
PDP2	PDP2_-_66914511.23-P1P2	1
PDPK1	PDPK1_+_2588033.23-P1P2	1
PDPK1	PDPK1_+_2588099.23-P1P2	1
PDPK1	PDPK1_-_2588030.23-P1P2	1
PDPK1	PDPK1_-_2588084.23-P1P2	1
PDPR	PDPR_+_70148140.23-P1P2	1
PDPR	PDPR_+_70148257.23-P1P2	1
PDPR	PDPR_+_70148649.23-P1P2	1
PDXDC1	PDXDC1_+_15068853.23-P1P2	1
PDXDC1	PDXDC1_-_15068867.23-P1P2	1
PDXDC1	PDXDC1_-_15069212.23-P1P2	1
PDXK	PDXK_+_45138997.23-P1P2	1
PDXP	PDXP_+_38054777.23-P1P2	1
PDXP	PDXP_+_38054984.23-P1P2	1
PDXP	PDXP_-_38054806.23-P1P2	1
PDXP	PDXP_-_38054814.23-P1P2	1
PDXP	PDXP_-_38055132.23-P1P2	1
PEAK1	PEAK1_+_77712398.23-P1P2	1
PECR	PECR_+_216946095.23-P1P2	1
PFAS	PFAS_+_8152638.23-P1P2	1
PFAS	PFAS_+_8152719.23-P1P2	1
PFKFB1	PFKFB1_+_55024833.23-P1P2	1
PFKFB1	PFKFB1_-_55020408.23-P1P2	1
PFKFB1	PFKFB1_-_55024789.23-P1P2	1
PFKFB1	PFKFB1_-_55024929.23-P1P2	1
PFKFB2	PFKFB2_+_207226602.23-P1P2	1
PFKFB2	PFKFB2_-_207226640.23-P1P2	1
PFKFB2	PFKFB2_-_207226662.23-P1P2	1
PFKFB2	PFKFB2_-_207226710.23-P1P2	1
PFKFB3	PFKFB3_+_6244956.23-P1P2	1
PFKFB3	PFKFB3_+_6244965.23-P1P2	1
PFKFB3	PFKFB3_+_6245137.23-P1P2	1
PFKFB3	PFKFB3_-_6244912.23-P1P2	1
PFKFB3	PFKFB3_-_6245363.23-P1P2	1
PFKFB4	PFKFB4_+_48594194.23-P1P2	1
PFKFB4	PFKFB4_+_48594217.23-P1P2	1
PFKFB4	PFKFB4_-_48594158.23-P1P2	1
PFKL	PFKL_+_45719969.23-P1	1
PFKL	PFKL_+_45719980.23-P1	1
PFKL	PFKL_+_45719983.23-P1	1
PFKL	PFKL_+_45725515.23-P2	1
PFKL	PFKL_+_45725534.23-P2	1
PFKM	PFKM_+_48513457.23-P1	1
PFKM	PFKM_+_48513520.23-P1	1
PFKM	PFKM_-_48513168.23-P1	1
PFKM	PFKM_-_48513189.23-P1	1
PFKM	PFKM_-_48513356.23-P1	1
PFKM	PFKM_-_48516647.23-P2	1
PFKP	PFKP_+_3109755.23-P1P2	1
PFKP	PFKP_-_3109728.23-P1P2	1
PFKP	PFKP_-_3109818.23-P1P2	1
PFKP	PFKP_-_3110102.23-P1P2	1
PFN1	PFN1_+_4851416.23-P1P2	1
PFN1	PFN1_+_4851797.23-P1P2	1
PFN1	PFN1_+_4851806.23-P1P2	1
PFN1	PFN1_-_4851389.23-P1P2	1
PFN2	PFN2_+_149688635.23-P1P2	1
PFN2	PFN2_+_149688639.23-P1P2	1
PFN2	PFN2_+_149688650.23-P1P2	1
PFN2	PFN2_-_149688267.23-P1P2	1
PGA3	PGA3_+_60970994.23-P1P2	1
PGA3	PGA3_+_60971178.23-P1P2	1
PGAM2	PGAM2_-_44104758.23-P1P2	1
PGAM2	PGAM2_-_44105113.23-P1P2	1
PGAM2	PGAM2_-_44105116.23-P1P2	1
PGAM2	PGAM2_-_44105123.23-P1P2	1
PGD	PGD_+_10459120.23-P1P2	1
PGD	PGD_+_10459169.23-P1P2	1
PGD	PGD_+_10459517.23-P1P2	1
PGD	PGD_-_10459200.23-P1P2	1
PGD	PGD_-_10459558.23-P1P2	1
PGGT1B	PGGT1B_+_114598325.23-P1P2	1
PGK1	PGK1_+_77359734.23-P1P2	1
PGK1	PGK1_+_77359747.23-P1P2	1
PGK2	PGK2_+_49754950.23-P1P2	1
PGK2	PGK2_+_49754993.23-P1P2	1
PGK2	PGK2_-_49754563.23-P1P2	1
PGLYRP3	PGLYRP3_-_153283176.23-ENST00000290722.1	1
PHGDH	PHGDH_+_120254555.23-P1P2	1
PHGDH	PHGDH_-_120254704.23-P1P2	1
PHKA1	PHKA1_+_71934125.23-P1P2	1
PHKA1	PHKA1_-_71934135.23-P1P2	1
PHKA2	PHKA2_+_19002149.23-P1P2	1
PHKA2	PHKA2_+_19002235.23-P1P2	1
PHKA2	PHKA2_+_19002457.23-P1P2	1
PHKB	PHKB_-_47495264.23-P1P2	1
PHKB	PHKB_-_47495299.23-P1P2	1
PHKB	PHKB_-_47495651.23-P1P2	1
PHKG1	PHKG1_+_56160610.23-P1P2	1
PHKG1	PHKG1_-_56160590.23-P1P2	1
PHKG2	PHKG2_+_30760130.23-P1P2	1
PHOSPHO1	PHOSPHO1_+_47307801.23-P1P2	1
PHOSPHO1	PHOSPHO1_-_47307692.23-P1P2	1
PHOSPHO1	PHOSPHO1_-_47307835.23-P1P2	1
PHOSPHO2	PHOSPHO2_+_170551289.23-P1P2	1
PHOSPHO2	PHOSPHO2_+_170551384.23-P1P2	1
PHOSPHO2	PHOSPHO2_-_170550973.23-P1P2	1
PHOSPHO2	PHOSPHO2_-_170551007.23-P1P2	1
PHPT1	PHPT1_+_139744197.23-P1P2	1
PHPT1	PHPT1_-_139744072.23-P1P2	1
PHYH	PHYH_+_13341614.23-P1P2	1
PHYH	PHYH_+_13342081.23-P1P2	1
PHYH	PHYH_-_13342019.23-P1P2	1
PHYH	PHYH_-_13342043.23-P1P2	1
PI4K2A	PI4K2A_+_99344086.23-P1P2	1
PI4K2A	PI4K2A_+_99344293.23-P1P2	1
PI4K2A	PI4K2A_-_99344137.23-P1P2	1
PI4K2A	PI4K2A_-_99344156.23-P1P2	1
PI4K2A	PI4K2A_-_99344347.23-P1P2	1
PI4K2B	PI4K2B_+_25235662.23-P1P2	1
PI4K2B	PI4K2B_+_25235692.23-P1P2	1
PI4K2B	PI4K2B_+_25235804.23-P1P2	1
PI4K2B	PI4K2B_-_25235680.23-P1P2	1
PI4K2B	PI4K2B_-_25235696.23-P1P2	1
PI4KA	PI4KA_+_21212689.23-P1P2	1
PI4KA	PI4KA_+_21212709.23-P1P2	1
PI4KB	PI4KB_-_151299634.23-P1P2	1
PI4KB	PI4KB_-_151299661.23-P1P2	1
PI4KB	PI4KB_-_151299684.23-P1P2	1
PICK1	PICK1_-_38453443.23-P1P2	1
PICK1	PICK1_-_38453447.23-P1P2	1
PIGA	PIGA_+_15353234.23-P1P2	1
PIGA	PIGA_+_15353640.23-P1P2	1
PIGA	PIGA_-_15353282.23-P1P2	1
PIGA	PIGA_-_15353624.23-P1P2	1
PIK3AP1	PIK3AP1_+_98460526.23-P2	1
PIK3AP1	PIK3AP1_+_98460548.23-P2	1
PIK3AP1	PIK3AP1_+_98460558.23-P2	1
PIK3AP1	PIK3AP1_+_98480264.23-P1	1
PIK3AP1	PIK3AP1_-_98479872.23-P1	1
PIK3AP1	PIK3AP1_-_98479875.23-P1	1
PIK3C2A	PIK3C2A_-_17190936.23-ENST00000265970.7	1
PIK3C2A	PIK3C2A_-_17190945.23-ENST00000265970.7	1
PIK3C2B	PIK3C2B_+_204463513.23-P1P2	1
PIK3C2B	PIK3C2B_-_204463541.23-P1P2	1
PIK3C2B	PIK3C2B_-_204463857.23-P1P2	1
PIK3C2G	PIK3C2G_-_18414948.23-P1P2	1
PIK3CA	PIK3CA_+_178866554.23-P1P2	1
PIK3CA	PIK3CA_-_178866181.23-P1P2	1
PIK3CA	PIK3CA_-_178866358.23-P1P2	1
PIK3CA	PIK3CA_-_178866523.23-P1P2	1
PIK3CB	PIK3CB_+_138553280.23-P1P2	1
PIK3CB	PIK3CB_+_138553747.23-P1P2	1
PIK3CB	PIK3CB_+_138553761.23-P1P2	1
PIK3CB	PIK3CB_-_138553324.23-P1P2	1
PIK3CB	PIK3CB_-_138553360.23-P1P2	1
PIK3CD	PIK3CD_+_9711852.23-P1P2	1
PIK3CD	PIK3CD_+_9711871.23-P1P2	1
PIK3CD	PIK3CD_+_9712078.23-P1P2	1
PIK3CD	PIK3CD_-_9711860.23-P1P2	1
PIK3CD	PIK3CD_-_9712244.23-P1P2	1
PIK3CG	PIK3CG_+_106506218.23-P1P2	1
PIK3CG	PIK3CG_-_106505799.23-P1P2	1
PIK3R1	PIK3R1_+_67511795.23-P1P2	1
PIK3R1	PIK3R1_+_67512066.23-P1P2	1
PIK3R1	PIK3R1_-_67511608.23-P1P2	1
PIK3R1	PIK3R1_-_67511611.23-P1P2	1
PIK3R1	PIK3R1_-_67511650.23-P1P2	1
PIK3R2	PIK3R2_+_18264032.23-P1	1
PIK3R2	PIK3R2_+_18266458.23-P2	1
PIK3R2	PIK3R2_+_18266838.23-P2	1
PIK3R2	PIK3R2_-_18263993.23-P1	1
PIK3R2	PIK3R2_-_18264316.23-P1	1
PIK3R2	PIK3R2_-_18264440.23-P1	1
PIK3R2	PIK3R2_-_18266386.23-P2	1
PIK3R2	PIK3R2_-_18266852.23-P2	1
PIK3R3	PIK3R3_+_46598268.23-P1P2	1
PIK3R3	PIK3R3_+_46598273.23-P1P2	1
PIK3R3	PIK3R3_+_46598278.23-P1P2	1
PIK3R3	PIK3R3_+_46598285.23-P1P2	1
PIK3R4	PIK3R4_+_130465669.23-P1P2	1
PIK3R4	PIK3R4_-_130465574.23-P1P2	1
PIK3R4	PIK3R4_-_130465652.23-P1P2	1
PIK3R5	PIK3R5_+_8868972.23-P1P2	1
PIK3R5	PIK3R5_-_8868596.23-P1P2	1
PIK3R5	PIK3R5_-_8868655.23-P1P2	1
PIK3R5	PIK3R5_-_8868978.23-P1P2	1
PIKFYVE	PIKFYVE_+_209131049.23-P1P2	1
PIKFYVE	PIKFYVE_-_209131032.23-P1P2	1
PIM1	PIM1_+_37138171.23-P1P2	1
PIM1	PIM1_-_37137966.23-P1P2	1
PIM1	PIM1_-_37137999.23-P1P2	1
PIM2	PIM2_+_48776288.23-P1P2	1
PIM2	PIM2_-_48776115.23-P1P2	1
PIM3	PIM3_+_50354860.23-P1P2	1
PIM3	PIM3_+_50354868.23-P1P2	1
PIM3	PIM3_-_50354801.23-P1P2	1
PIM3	PIM3_-_50354814.23-P1P2	1
PIM3	PIM3_-_50354856.23-P1P2	1
PINK1	PINK1_+_20960036.23-P1P2	1
PINK1	PINK1_+_20960411.23-P1P2	1
PINK1	PINK1_-_20960047.23-P1P2	1
PINK1	PINK1_-_20960428.23-P1P2	1
PINK1	PINK1_-_20960460.23-P1P2	1
PIP4K2A	PIP4K2A_+_23003104.23-P1P2	1
PIP4K2A	PIP4K2A_+_23003459.23-P1P2	1
PIP4K2A	PIP4K2A_+_23003464.23-P1P2	1
PIP4K2A	PIP4K2A_-_23003014.23-P1P2	1
PIP4K2A	PIP4K2A_-_23003048.23-P1P2	1
PIP4K2B	PIP4K2B_+_36955229.23-P1P2	1
PIP4K2B	PIP4K2B_-_36955417.23-P1P2	1
PIP4K2B	PIP4K2B_-_36955739.23-P1P2	1
PIP4K2B	PIP4K2B_-_36956199.23-P1P2	1
PIP4K2C	PIP4K2C_+_57985002.23-P1P2	1
PIP4K2C	PIP4K2C_-_57985075.23-P1P2	1
PIP5K1A	PIP5K1A_-_151171106.23-P1P2	1
PIP5K1B	PIP5K1B_+_71320232.23-P1P2	1
PIP5K1B	PIP5K1B_-_71320180.23-P1P2	1
PIP5K1B	PIP5K1B_-_71320195.23-P1P2	1
PIP5K1C	PIP5K1C_+_3700009.23-P1P2	1
PIP5K1C	PIP5K1C_+_3700441.23-P1P2	1
PIP5K1C	PIP5K1C_+_3700444.23-P1P2	1
PIP5K1C	PIP5K1C_-_3700005.23-P1P2	1
PIP5KL1	PIP5KL1_+_130690685.23-P1P2	1
PIP5KL1	PIP5KL1_-_130690615.23-P1P2	1
PIP5KL1	PIP5KL1_-_130691053.23-P1P2	1
PIPOX	PIPOX_+_27370163.23-P1P2	1
PIPOX	PIPOX_+_27370206.23-P1P2	1
PIP	PIP_+_142829204.23-P1P2	1
PIP	PIP_+_142829643.23-P1P2	1
PISD	PISD_+_32023824.23-ENST00000382151.2	1
PISD	PISD_+_32024094.23-ENST00000382151.2	1
PISD	PISD_+_32026626.23-ENST00000266095.5	1
PISD	PISD_+_32026821.23-ENST00000266095.5	1
PISD	PISD_-_32026827.23-ENST00000266095.5	1
PITPNA	PITPNA_+_1465444.23-P1P2	1
PITPNA	PITPNA_+_1465502.23-P1P2	1
PITPNA	PITPNA_+_1465684.23-P1P2	1
PKDCC	PKDCC_+_42275174.23-P1P2	1
PKDCC	PKDCC_+_42275596.23-P1P2	1
PKDCC	PKDCC_-_42275537.23-P1P2	1
PKDCC	PKDCC_-_42275772.23-P1P2	1
PKIA	PKIA_-_79428572.23-P1P2	1
PKIA	PKIA_-_79428638.23-P1P2	1
PKIA	PKIA_-_79428794.23-P1P2	1
PKIA	PKIA_-_79428977.23-P1P2	1
PKIB	PKIB_-_122931570.23-P1	1
PKIB	PKIB_-_122931580.23-P1	1
PKIB	PKIB_-_122931583.23-P1	1
PKIG	PKIG_+_43160504.23-P1P2	1
PKIG	PKIG_-_43160518.23-P1P2	1
PKIG	PKIG_-_43160637.23-P1P2	1
PKLR	PKLR_+_155270361.23-P1P2	1
PKLR	PKLR_+_155270540.23-P1P2	1
PKLR	PKLR_+_155270652.23-P1P2	1
PKLR	PKLR_-_155270743.23-P1P2	1
PKMYT1	PKMYT1_+_3030402.23-P1P2	1
PKMYT1	PKMYT1_-_3029976.23-P1P2	1
PKM	PKM_+_72500660.23-P2	1
PKM	PKM_+_72500912.23-P2	1
PKM	PKM_-_72500954.23-P2	1
PKM	PKM_-_72523477.23-P1	1
PKN1	PKN1_+_14551296.23-P2	1
PKN1	PKN1_+_14551457.23-P2	1
PKN1	PKN1_+_14551497.23-P2	1
PKN1	PKN1_-_14544383.23-P1	1
PKN1	PKN1_-_14544473.23-P1	1
PKN1	PKN1_-_14544565.23-P1	1
PKN1	PKN1_-_14551111.23-P2	1
PKN2	PKN2_+_89150054.23-P1P2	1
PKN2	PKN2_-_89150042.23-P1P2	1
PKN3	PKN3_+_131464783.23-P1P2	1
PKN3	PKN3_+_131464789.23-P1P2	1
PKN3	PKN3_+_131465264.23-P1P2	1
PKN3	PKN3_-_131464879.23-P1P2	1
PLA2G1B	PLA2G1B_+_120763804.23-P2	1
PLA2G1B	PLA2G1B_+_120763865.23-P2	1
PLA2G1B	PLA2G1B_+_120763892.23-P2	1
PLA2G1B	PLA2G1B_+_120765517.23-P1	1
PLA2G1B	PLA2G1B_-_120765185.23-P1	1
PLA2G1B	PLA2G1B_-_120765374.23-P1	1
PLA2G1B	PLA2G1B_-_120765462.23-P1	1
PLA2G2D	PLA2G2D_-_20445794.23-P1P2	1
PLA2G2D	PLA2G2D_-_20445804.23-P1P2	1
PLA2G2E	PLA2G2E_+_20249667.23-P1P2	1
PLA2G2E	PLA2G2E_+_20250115.23-P1P2	1
PLA2G2E	PLA2G2E_-_20249761.23-P1P2	1
PLA2G2E	PLA2G2E_-_20249882.23-P1P2	1
PLA2G7	PLA2G7_+_46703279.23-P1P2	1
PLA2G7	PLA2G7_-_46703088.23-P1P2	1
PLA2G7	PLA2G7_-_46703118.23-P1P2	1
PLA2G7	PLA2G7_-_46703419.23-P1P2	1
PLAUR	PLAUR_+_44174267.23-P1P2	1
PLAUR	PLAUR_+_44174287.23-P1P2	1
PLAUR	PLAUR_+_44174301.23-P1P2	1
PLAU	PLAU_+_75670964.23-P1P2	1
PLAU	PLAU_+_75670973.23-P1P2	1
PLAU	PLAU_+_75671308.23-P1P2	1
PLAU	PLAU_-_75670897.23-P1P2	1
PLCL1	PLCL1_+_198669340.23-P1P2	1
PLCL1	PLCL1_+_198669751.23-P1P2	1
PLCL1	PLCL1_-_198669379.23-P1P2	1
PLCL1	PLCL1_-_198669764.23-P1P2	1
PLEKHA1	PLEKHA1_+_124134185.23-P1P2	1
PLEKHA1	PLEKHA1_-_124134278.23-P1P2	1
PLEKHA1	PLEKHA1_-_124134286.23-P1P2	1
PLEKHA1	PLEKHA1_-_124134362.23-P1P2	1
PLEKHA1	PLEKHA1_-_124134639.23-P1P2	1
PLEKHA4	PLEKHA4_+_49371353.23-P1P2	1
PLEKHA4	PLEKHA4_+_49371495.23-P1P2	1
PLEKHA4	PLEKHA4_+_49371892.23-P1P2	1
PLIN3	PLIN3_+_4867585.23-P1P2	1
PLIN3	PLIN3_+_4867619.23-P1P2	1
PLIN3	PLIN3_+_4867629.23-P1P2	1
PLIN3	PLIN3_+_4867637.23-P1P2	1
PLK2	PLK2_+_57754817.23-P2	1
PLK2	PLK2_+_57755846.23-P1	1
PLK2	PLK2_+_57755896.23-P1	1
PLK2	PLK2_-_57754371.23-P2	1
PLK2	PLK2_-_57754849.23-P2	1
PLK3	PLK3_+_45266145.23-P1P2	1
PLK3	PLK3_+_45266472.23-P1P2	1
PLK3	PLK3_-_45266066.23-P1P2	1
PLOD1	PLOD1_+_11994800.23-P1P2	1
PLOD1	PLOD1_+_11994812.23-P1P2	1
PLOD2	PLOD2_+_145878561.23-P1P2	1
PLOD2	PLOD2_-_145878946.23-P1P2	1
PLOD2	PLOD2_-_145878953.23-P1P2	1
PLOD2	PLOD2_-_145878959.23-P1P2	1
PLOD3	PLOD3_+_100860432.23-P1P2	1
PLOD3	PLOD3_-_100860450.23-P1P2	1
PLOD3	PLOD3_-_100860500.23-P1P2	1
PLOD3	PLOD3_-_100860829.23-P1P2	1
PMP2	PMP2_-_82359629.23-P1P2	1
PNCK	PNCK_+_152938802.23-P1P2	1
PNCK	PNCK_+_152938805.23-P1P2	1
PNCK	PNCK_+_152938864.23-P1P2	1
PNCK	PNCK_+_152939246.23-P1P2	1
PNCK	PNCK_-_152938917.23-P1P2	1
PNKP	PNKP_+_50370409.23-P1P2	1
PNKP	PNKP_+_50370456.23-P1P2	1
PNKP	PNKP_+_50370774.23-P1P2	1
PNKP	PNKP_-_50370765.23-P1P2	1
PNLIPRP2	PNLIPRP2_+_118380825.23-P1P2	1
PNLIPRP2	PNLIPRP2_-_118380490.23-P1P2	1
PNLIPRP2	PNLIPRP2_-_118380939.23-P1P2	1
PNLIP	PNLIP_+_118305465.23-P1P2	1
PNLIP	PNLIP_+_118305610.23-P1P2	1
PNLIP	PNLIP_-_118305715.23-P1P2	1
PNMT	PNMT_-_37824323.23-P1P2	1
PNMT	PNMT_-_37824686.23-P1P2	1
PNPO	PNPO_+_46019182.23-P1P2	1
PNPO	PNPO_+_46019349.23-P1P2	1
PNPO	PNPO_-_46019078.23-P1P2	1
PNP	PNP_-_20937584.23-P1P2	1
PNP	PNP_-_20937630.23-P1P2	1
PNP	PNP_-_20937635.23-P1P2	1
POMC	POMC_+_25391444.23-P1P2	1
